,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,mode,speechiness,tempo,valence,target
75,0.00031299999999999996,0.457,293533,0.9179999999999999,0.000215,11,0.769,0,0.0471,105.01799999999999,0.297,1
76,0.34,0.46799999999999997,386760,0.58,0.821,7,0.0737,1,0.0278,76.27,0.324,1
77,0.47,0.537,232453,0.447,1.86e-05,9,0.0519,1,0.0289,84.36200000000001,0.5489999999999999,1
78,0.855,0.515,378253,0.217,0.46299999999999997,3,0.598,0,0.0351,80.015,0.19399999999999998,1
79,0.00502,0.429,196933,0.725,1.5399999999999998e-05,2,0.266,1,0.0371,82.925,0.174,1
80,0.555,0.7909999999999999,187210,0.58,0.00155,8,0.11599999999999999,1,0.0588,81.678,0.733,1
81,0.18600000000000003,0.711,221350,0.705,0.0,10,0.14800000000000002,0,0.252,144.053,0.40299999999999997,1
82,0.0249,0.6829999999999999,201049,0.8240000000000001,0.627,1,0.0533,0,0.222,154.00799999999998,0.9209999999999999,1
83,0.0108,0.309,257867,0.325,0.8540000000000001,6,0.0742,0,0.0366,175.88,0.46,1
84,0.193,0.867,460400,0.733,0.00021899999999999998,10,0.7490000000000001,0,0.237,97.835,0.7609999999999999,1
85,0.0192,0.619,275533,0.7340000000000001,0.263,5,0.0771,0,0.0343,106.03399999999999,0.853,1
86,0.0077599999999999995,0.898,429897,0.5,0.292,1,0.0771,1,0.0571,122.281,0.868,1
87,0.17,0.589,206240,0.745,0.00040599999999999995,7,0.376,1,0.076,99.40700000000001,0.76,1
88,0.0221,0.606,234987,0.6679999999999999,1.65e-05,5,0.0527,0,0.0729,158.859,0.958,1
89,0.0397,0.7859999999999999,302840,0.547,0.272,1,0.0378,1,0.262,92.603,0.68,1
90,0.0213,0.7340000000000001,321933,0.5479999999999999,0.0,11,0.512,1,0.386,128.289,0.72,1
91,0.0454,0.812,268421,0.6759999999999999,0.0,1,0.0929,1,0.0491,114.04700000000001,0.39899999999999997,1
92,0.00672,0.8759999999999999,213246,0.606,1.06e-05,0,0.14,1,0.0645,127.975,0.249,1
93,0.00488,0.601,467587,0.873,0.0365,1,0.113,0,0.0448,124.99700000000001,0.5660000000000001,1
94,0.00419,0.748,213053,0.741,0.0,6,0.147,1,0.0531,128.077,0.5329999999999999,1
95,0.17,0.615,214150,0.8140000000000001,0.0,9,0.218,0,0.0677,144.005,0.601,1
96,0.0604,0.799,333520,0.789,0.0,0,0.0338,1,0.0396,116.081,0.833,1
97,0.0571,0.39799999999999996,247390,0.7759999999999999,0.0172,9,0.303,0,0.0374,110.815,0.6890000000000001,1
98,0.716,0.685,427227,0.423,0.518,11,0.0765,0,0.0475,138.034,0.649,1
99,0.0151,0.706,299799,0.581,0.0,9,0.368,1,0.055,134.009,0.46299999999999997,1
100,0.228,0.63,315595,0.98,0.0066099999999999996,1,0.48700000000000004,1,0.059000000000000004,108.009,0.805,1
101,0.017,0.57,237480,0.736,5.739999999999999e-05,9,0.17800000000000002,1,0.0844,99.86,0.267,1
102,0.247,0.525,292760,0.643,0.0,5,0.106,0,0.816,199.727,0.943,1
103,0.12300000000000001,0.698,236760,0.7929999999999999,0.0,1,0.0805,0,0.105,129.94799999999998,0.46,1
104,0.00705,0.763,213375,0.773,0.032,0,0.772,1,0.0533,130.025,0.34700000000000003,1
105,0.18100000000000002,0.511,160907,0.769,0.0,4,0.0921,1,0.042,129.657,0.8140000000000001,1
106,0.37799999999999995,0.506,159253,0.813,0.0293,4,0.276,1,0.0392,108.212,0.855,1
107,0.677,0.513,162040,0.494,6.43e-05,0,0.14300000000000002,1,0.0315,135.894,0.521,1
108,0.488,0.251,126827,0.868,7.34e-06,1,0.818,1,0.128,177.125,0.5870000000000001,1
109,0.48700000000000004,0.5589999999999999,111270,0.633,0.0,7,0.16399999999999998,1,0.0329,72.49600000000001,0.8420000000000001,1
110,0.7,0.431,158685,0.6779999999999999,6.37e-06,4,0.19899999999999998,1,0.0365,135.91899999999998,0.632,1
111,0.40299999999999997,0.6829999999999999,142333,0.71,0.0,9,0.086,1,0.114,128.181,0.93,1
112,0.6559999999999999,0.78,149440,0.599,0.0,2,0.129,1,0.0329,121.198,0.9670000000000001,1
113,0.009040000000000001,0.614,196352,0.907,0.000131,4,0.36,0,0.14300000000000002,122.906,0.354,1
114,0.141,0.6609999999999999,196615,0.531,0.0,7,0.136,0,0.5479999999999999,93.287,0.657,1
115,0.11900000000000001,0.564,213622,0.594,0.0,11,0.536,0,0.155,89.39399999999999,0.489,1
116,0.0659,0.7509999999999999,202533,0.597,0.0,9,0.0881,0,0.125,123.99700000000001,0.168,1
117,0.00257,0.8959999999999999,267024,0.623,0.000258,2,0.039,1,0.0571,134.96200000000002,0.564,1
118,0.00256,0.618,196693,0.7170000000000001,0.0,7,0.625,1,0.318,190.05,0.601,1
119,0.0244,0.746,222093,0.873,0.0,7,0.354,1,0.128,148.075,0.8079999999999999,1
120,0.013000000000000001,0.888,200080,0.483,4.85e-06,6,0.0926,1,0.154,125.008,0.221,1
121,0.0127,0.44299999999999995,318750,0.645,0.9520000000000001,6,0.122,1,0.0515,128.04399999999998,0.138,1
122,0.00943,0.507,282273,0.934,0.0018,8,0.222,0,0.188,175.954,0.47200000000000003,1
123,0.000758,0.695,253773,0.912,0.000103,10,0.302,0,0.193,160.043,0.612,1
124,0.674,0.462,226333,0.449,0.0006320000000000001,0,0.0993,0,0.0916,209.68599999999998,0.748,1
125,0.0161,0.526,241440,0.7120000000000001,0.0,11,0.179,0,0.0356,105.009,0.299,1
126,0.107,0.645,591707,0.924,0.0266,10,0.0982,0,0.0569,90.852,0.8859999999999999,1
127,0.0134,0.405,592920,0.647,7.62e-05,5,0.8190000000000001,0,0.0482,131.952,0.204,1
128,0.0219,0.735,269817,0.6409999999999999,0.89,7,0.168,0,0.0284,105.993,0.8859999999999999,1
129,0.0452,0.746,238146,0.41600000000000004,7.77e-05,11,0.12,1,0.0482,132.036,0.21600000000000003,1
130,0.0551,0.547,251093,0.643,0.0,1,0.267,1,0.22699999999999998,143.064,0.187,1
131,0.0224,0.634,221960,0.609,0.0,6,0.099,1,0.172,83.021,0.659,1
132,0.244,0.607,253800,0.488,0.000177,8,0.113,1,0.193,77.021,0.16,1
133,0.0668,0.7040000000000001,199246,0.647,1.93e-06,10,0.10099999999999999,0,0.171,92.00200000000001,0.6940000000000001,1
134,7.190000000000001e-05,0.5579999999999999,258187,0.642,0.00746,5,0.201,0,0.0321,99.977,0.49200000000000005,1
135,0.0227,0.698,248053,0.804,0.0599,4,0.5660000000000001,1,0.111,92.001,0.7859999999999999,1
136,0.10300000000000001,0.772,191160,0.5820000000000001,6.61e-05,4,0.32299999999999995,0,0.309,172.03,0.564,1
137,0.0956,0.7879999999999999,238467,0.8640000000000001,0.0,11,0.335,1,0.0335,133.295,0.6779999999999999,1
138,0.00919,0.9440000000000001,261973,0.8390000000000001,0.0,11,0.0921,1,0.10800000000000001,136.019,0.8909999999999999,1
139,0.354,0.7290000000000001,176880,0.795,0.0,7,0.536,1,0.14400000000000002,146.747,0.853,1
140,0.00469,0.721,228933,0.621,0.0103,1,0.19899999999999998,1,0.306,159.967,0.578,1
141,0.0010199999999999999,0.7979999999999999,227587,0.7509999999999999,3.22e-06,1,0.0271,1,0.263,162.003,0.48200000000000004,1
142,0.0512,0.851,224653,0.387,0.0,0,0.0996,1,0.33399999999999996,116.62899999999999,0.365,1
143,0.0252,0.34,147467,0.805,0.0,7,0.138,1,0.0387,167.922,0.654,1
144,0.221,0.767,194066,0.8909999999999999,0.0723,4,0.0935,1,0.0402,122.02600000000001,0.779,1
145,0.937,0.772,220093,0.635,0.018000000000000002,0,0.0961,1,0.0536,168.03900000000002,0.5920000000000001,1
146,2.13e-05,0.259,350920,0.847,0.823,2,0.133,1,0.0332,150.162,0.682,1
147,0.284,0.633,226747,0.77,0.0,10,0.308,0,0.327,149.97,0.324,1
148,0.0962,0.654,252095,0.292,0.0031,2,0.106,1,0.474,153.547,0.111,1
149,0.33399999999999996,0.726,221787,0.583,0.00135,0,0.122,0,0.23,140.94299999999998,0.48,1
150,0.0648,0.855,310907,0.638,0.0,9,0.162,0,0.14300000000000002,122.96700000000001,0.433,1
151,0.185,0.7040000000000001,282253,0.431,0.0972,8,0.249,1,0.131,146.003,0.349,1
152,0.6890000000000001,0.6579999999999999,238560,0.179,0.0,8,0.17,1,0.0448,128.128,0.19699999999999998,1
153,0.000472,0.502,244204,0.833,0.043,2,0.35200000000000004,1,0.0638,142.053,0.593,1
154,0.00157,0.79,217707,0.6759999999999999,0.0,8,0.25,0,0.271,132.002,0.314,1
155,0.0233,0.738,242188,0.8490000000000001,0.0317,2,0.309,1,0.0822,95.98700000000001,0.863,1
156,0.00212,0.777,500550,0.7390000000000001,0.868,9,0.109,1,0.039,119.992,0.201,1
157,0.0734,0.7909999999999999,219333,0.779,0.0,7,0.0832,1,0.235,110.037,0.581,1
158,0.19,0.735,275840,0.41,0.0,11,0.341,0,0.2,114.81200000000001,0.16,1
159,0.188,0.556,294360,0.5820000000000001,0.9109999999999999,6,0.22899999999999998,0,0.0357,131.023,0.516,1
160,0.461,0.42700000000000005,206387,0.465,5.520000000000001e-05,6,0.154,1,0.0291,112.137,0.462,1
161,0.0111,0.563,176361,0.81,2.71e-05,8,0.142,1,0.0372,99.99600000000001,0.767,1
162,0.0496,0.753,256320,0.708,0.0123,6,0.0872,0,0.223,115.00399999999999,0.445,1
163,0.149,0.785,262979,0.764,0.813,4,0.201,0,0.04,93.984,0.961,1
164,0.0682,0.557,293910,0.608,0.0263,5,0.196,0,0.0862,109.67,0.21100000000000002,1
165,0.489,0.594,235693,0.42,0.004520000000000001,4,0.0833,0,0.031,140.04,0.311,1
166,0.000259,0.644,237120,0.758,0.0708,5,0.0726,1,0.0458,108.99,0.752,1
167,0.217,0.7040000000000001,185437,0.657,0.000118,10,0.0888,0,0.35,150.058,0.804,1
168,0.0472,0.8490000000000001,217693,0.408,0.0,6,0.10099999999999999,0,0.284,99.876,0.337,1
169,0.228,0.628,260947,0.568,0.0183,10,0.0906,1,0.14,191.40400000000002,0.618,1
170,0.00689,0.7170000000000001,224933,0.862,0.0,8,0.321,1,0.054000000000000006,130.02100000000002,0.512,1
171,0.0109,0.584,243480,0.68,1.03e-06,9,0.129,0,0.0524,104.89,0.326,1
172,0.0246,0.586,374133,0.8059999999999999,0.000167,1,0.353,1,0.0548,110.325,0.207,1
173,0.00399,0.648,560600,0.85,0.294,1,0.35,1,0.0439,112.014,0.5589999999999999,1
174,0.037000000000000005,0.807,250130,0.785,0.000763,8,0.18,1,0.14800000000000002,124.051,0.42100000000000004,1
175,0.0789,0.5770000000000001,355881,0.941,0.207,10,0.342,1,0.0422,99.995,0.381,1
176,0.141,0.5,256093,0.593,6.21e-06,1,0.0969,1,0.0898,68.456,0.325,1
177,0.10800000000000001,0.804,336160,0.708,0.0636,10,0.0528,0,0.0394,141.996,0.966,1
178,0.0108,0.787,273853,0.6579999999999999,0.0152,8,0.13,0,0.0324,110.98299999999999,0.867,1
179,0.0107,0.24600000000000002,230230,0.784,5.71e-06,5,0.0825,1,0.0529,153.02700000000002,0.18899999999999997,1
180,0.0107,0.882,284027,0.743,0.0015199999999999999,7,0.327,1,0.141,123.97,0.6779999999999999,1
181,0.0315,0.628,308527,0.8240000000000001,0.5429999999999999,0,0.0999,1,0.11199999999999999,122.01,0.86,1
182,0.00807,0.451,179947,0.79,0.0,11,0.0394,0,0.0461,127.14200000000001,0.674,1
183,0.64,0.518,405027,0.385,0.000536,9,0.0931,0,0.0286,100.87799999999999,0.264,1
184,0.0414,0.774,269867,0.9009999999999999,4.84e-06,9,0.873,0,0.21600000000000003,128.024,0.768,1
185,0.0127,0.547,245293,0.635,5.01e-06,2,0.0585,1,0.13699999999999998,113.678,0.496,1
186,0.0585,0.552,283636,0.878,0.892,1,0.0746,1,0.0353,176.05700000000002,0.603,1
187,0.00856,0.542,216827,0.946,5.38e-06,10,0.386,1,0.0505,108.49600000000001,0.389,1
188,0.019,0.695,246521,0.94,0.8,7,0.623,1,0.127,100.262,0.337,1
189,0.0488,0.633,224720,0.49200000000000005,0.00047000000000000004,2,0.0758,1,0.0524,114.845,0.35700000000000004,1
190,0.365,0.312,222719,0.445,0.0038,11,0.13,0,0.0305,97.96700000000001,0.308,1
191,0.17,0.43,154414,0.436,0.0,8,0.128,1,0.11900000000000001,90.053,0.22,1
192,0.0346,0.19,230693,0.9079999999999999,0.0369,0,0.24100000000000002,1,0.111,148.951,0.18100000000000002,1
193,0.0361,0.312,281360,0.907,0.618,7,0.363,1,0.22899999999999998,120.286,0.122,1
194,0.00818,0.539,224907,0.5820000000000001,0.0717,7,0.15,1,0.0328,95.07,0.249,1
195,0.613,0.698,230200,0.878,1.6100000000000002e-05,8,0.518,1,0.314,182.12599999999998,0.816,1
196,0.00275,0.47600000000000003,195200,0.818,0.757,2,0.27899999999999997,1,0.0318,159.089,0.745,1
197,0.064,0.568,322544,0.9359999999999999,0.00099,0,0.14800000000000002,1,0.0504,150.067,0.792,1
198,0.0019199999999999998,0.5579999999999999,301573,0.74,8.97e-06,6,0.129,1,0.0448,118.29299999999999,0.214,1
199,0.0212,0.604,187253,0.894,0.0,2,0.0299,1,0.037000000000000005,145.014,0.893,1
200,0.0516,0.718,224267,0.9209999999999999,0.0473,5,0.315,0,0.0375,121.92200000000001,0.898,1
201,0.0855,0.737,332453,0.545,9.32e-05,6,0.153,0,0.36200000000000004,140.086,0.43799999999999994,1
202,0.0293,0.769,214333,0.7120000000000001,2.12e-06,8,0.10300000000000001,0,0.028999999999999998,120.975,0.948,1
203,0.00731,0.5670000000000001,343784,0.506,0.205,1,0.10300000000000001,1,0.0264,116.39200000000001,0.354,1
204,0.00046699999999999997,0.8170000000000001,213059,0.588,1.51e-06,7,0.0911,1,0.0399,119.934,0.44799999999999995,1
205,0.0411,0.767,179240,0.912,0.402,1,0.0288,1,0.054000000000000006,144.084,0.496,1
206,0.000195,0.77,391686,0.895,0.897,7,0.0455,0,0.0488,120.986,0.6779999999999999,1
207,0.8270000000000001,0.7120000000000001,279800,0.77,0.5479999999999999,10,0.0726,0,0.0345,106.963,0.973,1
208,0.39,0.706,131250,0.5770000000000001,0.6920000000000001,0,0.40700000000000003,0,0.0299,96.056,0.385,1
209,0.00471,0.542,227160,0.799,0.0161,4,0.0814,0,0.0354,92.215,0.426,1
210,0.8270000000000001,0.583,248213,0.7759999999999999,3.81e-05,3,0.298,1,0.0661,126.536,0.782,1
211,0.0628,0.727,289267,0.5479999999999999,0.526,10,0.133,1,0.0291,107.82600000000001,0.93,1
212,0.00919,0.45,201602,0.782,0.10099999999999999,11,0.12300000000000001,1,0.0364,173.954,0.209,1
213,0.0027,0.602,215518,0.764,0.0053,10,0.0822,0,0.0435,105.99700000000001,0.46799999999999997,1
214,0.385,0.415,359800,0.6809999999999999,0.0,2,0.10099999999999999,0,0.18899999999999997,171.893,0.37200000000000005,1
215,0.0304,0.614,315000,0.838,0.000297,10,0.166,1,0.027999999999999997,127.971,0.584,1
216,0.105,0.9009999999999999,212712,0.7440000000000001,7.79e-06,0,0.0964,1,0.28300000000000003,135.95,0.606,1
217,0.359,0.7,218733,0.986,0.0221,0,0.963,1,0.0573,123.03299999999999,0.64,1
218,0.11900000000000001,0.583,202710,0.843,0.0,1,0.602,0,0.409,108.066,0.42200000000000004,1
219,0.0112,0.6,215000,0.586,0.535,7,0.115,1,0.0296,129.952,0.193,1
220,0.251,0.7859999999999999,255094,0.706,0.213,9,0.142,0,0.0537,120.01100000000001,0.318,1
221,0.0696,0.512,287147,0.821,0.33,9,0.0998,0,0.0334,149.988,0.396,1
222,0.40299999999999997,0.7909999999999999,199973,0.664,0.0,7,0.61,1,0.0831,149.939,0.96,1
223,0.8490000000000001,0.5329999999999999,378253,0.213,0.565,3,0.449,0,0.0342,80.00399999999999,0.196,1
224,0.0862,0.731,178987,0.75,0.000388,2,0.20199999999999999,1,0.0321,135.406,0.648,1
225,0.000156,0.853,356560,0.532,0.88,1,0.0643,1,0.121,99.98899999999999,0.499,1
226,0.0398,0.674,313147,0.501,0.000123,2,0.0818,0,0.0579,107.363,0.5670000000000001,1
227,0.0448,0.7879999999999999,243800,0.617,0.0,2,0.08800000000000001,1,0.0651,122.065,0.13,1
228,0.000686,0.745,384907,0.857,0.2,0,0.022000000000000002,1,0.0393,115.945,0.946,1
229,0.0107,0.621,240760,0.7959999999999999,0.187,8,0.0719,0,0.0327,140.012,0.28800000000000003,1
230,0.377,0.818,242067,0.528,0.0,2,0.131,0,0.0716,120.368,0.895,1
231,0.0988,0.856,247800,0.8740000000000001,0.000472,11,0.33899999999999997,0,0.0401,122.416,0.91,1
232,0.0913,0.614,286315,0.857,0.0,2,0.069,0,0.0859,85.125,0.9440000000000001,1
233,0.0778,0.7290000000000001,289627,0.527,0.0,9,0.382,1,0.0708,126.012,0.23,1
234,0.0608,0.42,151853,0.7759999999999999,0.0107,11,0.248,1,0.0451,114.21700000000001,0.41600000000000004,1
235,0.011000000000000001,0.757,280427,0.578,0.00672,0,0.127,1,0.0386,102.96,0.9520000000000001,1
236,0.0249,0.618,221840,0.5379999999999999,1.3699999999999998e-05,2,0.35200000000000004,0,0.0319,79.925,0.299,1
237,0.642,0.657,175333,0.39299999999999996,4.03e-05,0,0.14,1,0.0367,99.946,0.266,1
238,0.5379999999999999,0.879,313493,0.495,0.000333,7,0.0827,0,0.0765,102.652,0.797,1
239,0.0172,0.496,190582,0.54,0.0367,7,0.13,0,0.0324,131.33700000000002,0.172,1
240,0.0639,0.742,256693,0.945,0.165,5,0.131,1,0.0428,112.977,0.748,1
241,0.245,0.623,227907,0.65,0.0009130000000000001,10,0.146,1,0.0274,116.74,0.884,1
242,0.00101,0.736,258387,0.68,0.897,4,0.0922,0,0.0361,120.995,0.0793,1
243,0.254,0.48200000000000004,139267,0.96,2.43e-06,0,0.294,0,0.126,113.26299999999999,0.539,1
244,0.0117,0.6829999999999999,175357,0.86,0.000379,7,0.35600000000000004,1,0.31,143.311,0.317,1
245,0.0626,0.6970000000000001,181149,0.655,0.774,1,0.353,0,0.15,86.969,0.436,1
246,0.479,0.631,187617,0.626,0.0,9,0.10800000000000001,0,0.114,107.007,0.10400000000000001,1
247,0.0957,0.747,202349,0.722,0.000519,8,0.20800000000000002,1,0.0349,100.215,0.56,1
248,0.251,0.569,265827,0.74,2.68e-06,0,0.134,1,0.28300000000000003,180.55900000000003,0.7090000000000001,1
249,0.028999999999999998,0.674,202733,0.8320000000000001,5.56e-06,9,0.0927,1,0.0616,102.833,0.807,1
250,0.00744,0.578,246007,0.9470000000000001,0.0816,11,0.105,0,0.036000000000000004,134.034,0.452,1
251,0.449,0.586,217120,0.6579999999999999,0.368,10,0.109,0,0.0457,144.933,0.276,1
252,0.275,0.7559999999999999,206378,0.44,0.0,1,0.10099999999999999,0,0.179,112.14,0.307,1
253,0.212,0.723,322050,0.687,5.8299999999999994e-05,11,0.13699999999999998,0,0.0373,95.23700000000001,0.867,1
254,0.0559,0.599,243589,0.645,0.10800000000000001,0,0.0857,1,0.0315,141.209,0.371,1
255,0.0033299999999999996,0.586,238507,0.6709999999999999,0.9159999999999999,10,0.0521,0,0.0445,91.412,0.7709999999999999,1
256,0.0332,0.7490000000000001,267800,0.802,0.0499,7,0.611,0,0.0471,106.07700000000001,0.8240000000000001,1
257,0.539,0.6890000000000001,171560,0.83,0.0,8,0.0882,1,0.0954,140.732,0.8220000000000001,1
258,0.0257,0.28300000000000003,186369,0.331,0.00489,0,0.174,0,0.0315,101.79700000000001,0.151,1
